# Bankcode → BIC für IBAN-Länder, deren Bankcode NICHT im BIC steckt (anders als NL).
# Format: Land;Bankcode;BIC;Bankname   — Bankcode ohne führende Nullen.
#
# Diese Datei enthält nur Quellen, deren Bedingungen die Weitergabe erlauben:
#
#   AT  Oesterreichische Nationalbank — SEPA-Zahlungsverkehrsverzeichnis
#       https://www.oenb.at/docroot/downloads_observ/sepa-zv-vz_gesamt.csv
#       © OeNB, Lizenz CC BY 4.0 (IWG 2022) — Weitergabe und Bearbeitung erlaubt,
#       auch kommerziell, unter Namensnennung.
#
#   BE  Nationale Bank van België / Banque nationale de Belgique
#       https://www.nbb.be/doc/be/be/protocol/full_list_current.xlsx
#       © NBB — "This information may be distributed, provided it is accurately
#       presented and the NBB is cited as the source."
#
# CH und LU liegen NICHT bei: SIX Interbank Clearing untersagt die Weitergabe
# ("may not be reproduced or reused in any way"), die ABBL erlaubt nur die
# unveränderte Nutzung. Beide holt bin/update-bankcodes.php lokal nach —
# das Ergebnis landet in iban-bankcode-bic.local.csv (nicht im Repository).
AT;37435;RVVGAT2B435;Raiffeisenbank Vorderbregenzerwald eGen
AT;37438;RANMAT21XXX;RAIFFEISENBANK HOHENEMS eGen
AT;37439;RVVGAT2B431;Raiffeisenbank Bodensee-Leiblachtal eGen
AT;37445;RVVGAT2B474;Raiffeisenbank Weissachtal eGen
AT;37449;RVVGAT2B449;Raiffeisenbank Lech am Arlberg eGen
AT;37453;RVVGAT2B420;Raiffeisenbank Im Rheintal eGen
AT;37458;RVVGAT2B458;RAIFFEISENBANK im Walgau eGen
AT;37461;RVVGAT2B422;Raiffeisenbank Montfort eGen
AT;37468;RVVGAT2B468;Raiffeisenbank Bludenz-Montafon eGen
AT;37474;RVVGAT2B474;Raiffeisenbank Weissachtal eGen
AT;37475;RVVGAT2B475;Raiffeisenbank Vorderland eGen
AT;37482;RVVGAT2B482;Raiffeisenbank am Hofsteig eGen
AT;38000;RZSTAT2GXXX;Raiffeisen-Landesbank Steiermark AG
AT;38001;RZSTAT2G215;Raiffeisenbank Region Liezen eGen
AT;38010;RZSTAT2G187;Raiffeisenbank Weiz-Anger eGen
AT;38023;RZSTAT2G023;Raiffeisenbank Oststeiermark Nord eGen
AT;38026;RZSTAT2G282;Raiffeisenbank Passail eGen
AT;38041;RZSTAT2G023;Raiffeisenbank Oststeiermark Nord eGen
AT;38043;RZSTAT2G487;Raiffeisenbank Weststeiermark eGen
AT;38053;RZSTAT2G487;Raiffeisenbank Weststeiermark eGen
AT;38055;RZSTAT2G252;Raiffeisenbank Nestelbach-Eggersdorf eGen
AT;38056;RZSTAT2G056;Raiffeisenbank Süd-Weststeiermark eGen
AT;38071;RZSTAT2G071;Raiffeisenbank Region Fehring eGen
AT;38072;RZSTAT2G210;Raiffeisenbank Kalsdorf-Lieboch-Stainz eGen
AT;38075;RZSTAT2G075;Raiffeisenbank Mittlere Südoststeiermark eGen
AT;38076;RZSTAT2G346;Raiffeisenbank Aichfeld eGen
AT;38077;RZSTAT2G077;Raiffeisenbank Region Fürstenfeld eGen
AT;38094;RZSTAT2G094;Raiffeisenbank Gamlitz eGen
AT;38102;RZSTAT2G102;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen
AT;38103;RZSTAT2G103;Raiffeisenbank Region Gleisdorf-Pischelsdorf eGen
AT;38104;RZSTAT2G497;Raiffeisenbank Region Feldbach eGen
AT;38108;RZSTAT2G023;Raiffeisenbank Oststeiermark Nord eGen
AT;38111;RZSTAT2G111;Raiffeisenbank Gratkorn eGen
AT;38112;RZSTAT2G138;Raiffeisenbank Gratwein-Hitzendorf eGen
AT;38113;RZSTAT2G113;Raiffeisenbank Schladming-Gröbming eGen
AT;38118;RZSTAT2G102;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen
AT;38120;RZSTAT2G151;Raiffeisenbank Ilz-Großsteinbach-Riegersburg eGen
AT;38122;RZSTAT2G077;Raiffeisenbank Region Fürstenfeld eGen
AT;38128;RZSTAT2G312;Raiffeisenbank Region Radkersburg eGen
AT;38129;RZSTAT2G129;Raiffeisenbank Mariazellerland eGen
AT;38131;RZSTAT2G497;Raiffeisenbank Region Feldbach eGen
AT;38132;RZSTAT2G071;Raiffeisenbank Region Fehring eGen
AT;38133;RZSTAT2G133;Raiffeisenbank Hausmannstätten eGen
AT;38138;RZSTAT2G138;Raiffeisenbank Gratwein-Hitzendorf eGen
AT;38151;RZSTAT2G151;Raiffeisenbank Ilz-Großsteinbach-Riegersburg eGen
AT;38170;RZSTAT2G170;Raiffeisenbank Heiligenkreuz-Kirchbach -St. Georgen eGen
AT;38171;RZSTAT2G075;Raiffeisenbank Mittlere Südoststeiermark eGen
AT;38186;RZSTAT2G186;Raiffeisenbank Mürztal eGen
AT;38187;RZSTAT2G187;Raiffeisenbank Weiz-Anger eGen
AT;38206;RZSTAT2G206;Raiffeisenbank Leibnitz eGen
AT;38210;RZSTAT2G210;Raiffeisenbank Kalsdorf-Lieboch-Stainz eGen
AT;38211;RZSTAT2G487;Raiffeisenbank Weststeiermark eGen
AT;38215;RZSTAT2G215;Raiffeisenbank Region Liezen eGen
AT;38223;RZSTAT2G377;Raiffeisenbank Region Graz Nord eGen
AT;38227;RZSTAT2G227;Raiffeisenbank Liesingtal-St. Stefan eGen
AT;38235;RZSTAT2G487;Raiffeisenbank Weststeiermark eGen
AT;38238;RZSTAT2G402;Raiffeisenbank Murau eGen
AT;38240;RZSTAT2G186;Raiffeisenbank Mürztal eGen
AT;38249;RZSTAT2G249;Raiffeisenbank Steirisches Salzkammergut-Öblarn eGen
AT;38252;RZSTAT2G252;Raiffeisenbank Nestelbach-Eggersdorf eGen
AT;38261;RZSTAT2G368;Raiffeisenbank Zirbenland eGen
AT;38262;RZSTAT2G102;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen
AT;38266;RZSTAT2G249;Raiffeisenbank Steirisches Salzkammergut-Öblarn eGen
AT;38282;RZSTAT2G282;Raiffeisenbank Passail eGen
AT;38285;RZSTAT2G103;Raiffeisenbank Region Gleisdorf-Pischelsdorf eGen
AT;38292;RZSTAT2G102;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen
AT;38311;RZSTAT2G023;Raiffeisenbank Oststeiermark Nord eGen
AT;38312;RZSTAT2G312;Raiffeisenbank Region Radkersburg eGen
AT;38326;RZSTAT2G151;Raiffeisenbank Ilz-Großsteinbach-Riegersburg eGen
AT;38333;RZSTAT2G138;Raiffeisenbank Gratwein-Hitzendorf eGen
AT;38335;RZSTAT2G170;Raiffeisenbank Heiligenkreuz-Kirchbach -St. Georgen eGen
AT;38346;RZSTAT2G346;Raiffeisenbank Aichfeld eGen
AT;38347;RZSTAT2G347;Raiffeisenbank Turnau-St. Lorenzen eGen
AT;38348;RZSTAT2G215;Raiffeisenbank Region Liezen eGen
AT;38367;RZSTAT2G367;Raiffeisenbank Graz-St. Peter eGen
AT;38368;RZSTAT2G368;Raiffeisenbank Zirbenland eGen
AT;38370;RZSTAT2G370;Raiffeisenbank Mureck eGen
AT;38372;RZSTAT2G103;Raiffeisenbank Region Gleisdorf-Pischelsdorf eGen
AT;38373;RZSTAT2G227;Raiffeisenbank Liesingtal-St. Stefan eGen
AT;38374;RZSTAT2G075;Raiffeisenbank Mittlere Südoststeiermark eGen
AT;38375;RZSTAT2G487;Raiffeisenbank Weststeiermark eGen
AT;38377;RZSTAT2G377;Raiffeisenbank Region Graz Nord eGen
AT;38402;RZSTAT2G402;Raiffeisenbank Murau eGen
AT;38403;RZSTAT2G403;Raiffeisenbank Region Hartberg eGen
AT;38407;RZSTAT2G056;Raiffeisenbank Süd-Weststeiermark eGen
AT;38411;RZSTAT2G403;Raiffeisenbank Region Hartberg eGen
AT;38420;RZSTAT2G420;Raiffeisenbank Straß-Spielfeld eGen
AT;38433;RZSTAT2G433;Raiffeisenbank Stallhofen eGen
AT;38436;RZSTAT2G312;Raiffeisenbank Region Radkersburg eGen
AT;38439;RZSTAT2G439;Raiffeisenbank Graz-Straßgang eGen
AT;38452;RZSTAT2G402;Raiffeisenbank Murau eGen
AT;38460;RZSTAT2G460;Raiffeisenbank Leoben-Bruck eGen
AT;38462;RZSTAT2G347;Raiffeisenbank Turnau-St. Lorenzen eGen
AT;38477;RZSTAT2G210;Raiffeisenbank Kalsdorf-Lieboch-Stainz eGen
AT;38481;RZSTAT2G113;Raiffeisenbank Schladming-Gröbming eGen
AT;38487;RZSTAT2G487;Raiffeisenbank Weststeiermark eGen
AT;38497;RZSTAT2G497;Raiffeisenbank Region Feldbach eGen
AT;38499;RZSTAT2G102;Raiffeisenbank Gleinstätten-Leutschach-Wildon eGen
AT;38503;RZSTAT2G056;Raiffeisenbank Süd-Weststeiermark eGen
AT;39000;RZKTAT2KXXX;Raiffeisen Landesbank Kärnten und Revisionsverband eGen
AT;39100;VSGKAT2KXXX;Poso Bank AG
AT;39101;VSGKAT2KXXX;Poso Bank AG
AT;39102;VSGKAT2KXXX;Poso Bank AG
AT;39104;VSGKAT2KXXX;Poso Bank AG
AT;39109;VSGKAT2KXXX;Poso Bank AG
AT;39116;VSGKAT2KXXX;Poso Bank AG
AT;39117;VSGKAT2KXXX;Poso Bank AG
AT;39130;VSGKAT2KXXX;Poso Bank AG
AT;39254;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39255;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39257;RZKTAT2K496;Raiffeisenbank Region Villach eG
AT;39267;RZKTAT2K267;Raiffeisen-Bezirksbank Spittal/Drau, registrierte Genossenschaft mit beschränkter Haftung
AT;39271;RZKTAT2K546;Raiffeisenbank Völkermarkt-Bleiburg-Brückl eGen
AT;39272;RZKTAT2K546;Raiffeisenbank Völkermarkt-Bleiburg-Brückl eGen
AT;39288;RZKTAT2K288;Raiffeisenbank Eberndorf registrierte Genossenschaft mit beschränkter Haftung
AT;39292;RZKTAT2K292;Raiffeisenbank Unteres Lavanttal eGen
AT;39305;RZKTAT2K496;Raiffeisenbank Region Villach eG
AT;39320;RZKTAT2K320;Raiffeisenbank Grafenstein-Magdalensberg und Umgebung, registrierte Genossenschaft mit beschränkter Haftung
AT;39322;RZKTAT2K561;Raiffeisenbank Großglockner-Weissensee eG
AT;39340;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39355;RZKTAT2K390;Raiffeisenbank Wörthersee-Landskron-Gegendtal eG
AT;39358;RZKTAT2KXXX;Raiffeisen Landesbank Kärnten und Revisionsverband eGen
AT;39364;RZKTAT2K364;Raiffeisenbank Karnische Region eG
AT;39381;RZKTAT2K390;Raiffeisenbank Wörthersee-Landskron-Gegendtal eG
AT;39383;RZKTAT2K496;Raiffeisenbank Region Villach eG
AT;39384;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39390;RZKTAT2K390;Raiffeisenbank Wörthersee-Landskron-Gegendtal eG
AT;39400;RZKTAT2K464;Raiffeisenbank Lieser-Maltatal eG
AT;39404;RZKTAT2K442;Raiffeisenbank Drautal registrierte Genossenschaft mit beschränkter Haftung
AT;39407;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39411;RZKTAT2K411;Raiffeisenbank Moosburg-Tigring, registrierte Genossenschaft mit beschränkter Haftung
AT;39412;RZKTAT2K412;Raiffeisen Bank Lurnfeld-Mölltal eGen
AT;39431;RZKTAT2K561;Raiffeisenbank Großglockner-Weissensee eG
AT;39436;RZKTAT2K412;Raiffeisen Bank Lurnfeld-Mölltal eGen
AT;39442;RZKTAT2K442;Raiffeisenbank Drautal registrierte Genossenschaft mit beschränkter Haftung
AT;39457;RZKTAT2K457;Raiffeisenbank Nockberge eGen
AT;39461;RZKTAT2K457;Raiffeisenbank Nockberge eGen
AT;39464;RZKTAT2K464;Raiffeisenbank Lieser-Maltatal eG
AT;39465;RZKTAT2K481;Raiffeisenbank Mittleres Lavanttal eGen
AT;39475;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39479;RZKTAT2K479;Raiffeisenbank Millstättersee eG
AT;39481;RZKTAT2K481;Raiffeisenbank Mittleres Lavanttal eGen
AT;39483;RZKTAT2K496;Raiffeisenbank Region Villach eG
AT;39487;RZKTAT2K487;Raiffeisenbank Rosental, registrierte Genossenschaft mit beschränkter Haftung
AT;39491;RZKTAT2K491;Raiffeisenbank Oberes Lavanttal - St. Paul eG
AT;39496;RZKTAT2K496;Raiffeisenbank Region Villach eG
AT;39500;RZKTAT2K491;Raiffeisenbank Oberes Lavanttal - St. Paul eG
AT;39501;RZKTAT2K501;Raiffeisenbank Friesach-Metnitztal, registrierte Genossenschaft mit beschränkter Haftung
AT;39505;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39510;RZKTAT2K510;Raiffeisenbank Ossiacher See eG
AT;39511;RZKTAT2K475;Raiffeisenbank Mittelkärnten eG
AT;39543;RZKTAT2K364;Raiffeisenbank Karnische Region eG
AT;39546;RZKTAT2K546;Raiffeisenbank Völkermarkt-Bleiburg-Brückl eGen
AT;39559;RZKTAT2K559;Raiffeisenbank Wernberg, registrierte Genossenschaft mit beschränkter Haftung
AT;39561;RZKTAT2K561;Raiffeisenbank Großglockner-Weissensee eG
AT;40000;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;40100;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;40170;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;40430;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;40630;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;40720;VBOEATWWSAL;Volksbank Salzburg eG
AT;40730;OVLIAT21XXX;DolomitenBank Osttirol-Westkärnten eG
AT;40850;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;41050;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;41210;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;41600;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;42110;MVOGAT22XXX;Marchfelder Bank eG
AT;42130;VBOEATWWKLA;Volksbank Kärnten eG
AT;42320;VBOEATWWGRA;Volksbank Steiermark AG
AT;42390;VBOEATWWINN;Volksbank Tirol AG
AT;42550;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;42600;VBOEATWWKLA;Volksbank Kärnten eG
AT;42630;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;42740;VBOEATWWSAL;Volksbank Salzburg eG
AT;42750;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;42820;VBOEATWWKLA;Volksbank Kärnten eG
AT;42830;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;43000;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;43030;VBOEATWWGRA;Volksbank Steiermark AG
AT;43180;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;43210;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;43380;OVLIAT21XXX;DolomitenBank Osttirol-Westkärnten eG
AT;43510;ABVRATW1XXX;start:bausparkasse AG
AT;43530;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;43600;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;43610;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;43690;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;43770;VBOEATWWINN;Volksbank Tirol AG
AT;43830;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;43920;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;44020;VBOEATWWSAL;Volksbank Salzburg eG
AT;44220;BWFBATW1XXX;Österreichische Ärzte- und Apothekerbank AG
AT;44300;VBOEATWWSAL;Volksbank Salzburg eG
AT;44400;OVLIAT21XXX;DolomitenBank Osttirol-Westkärnten eG
AT;44430;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;44480;VBOEATWWSAL;Volksbank Salzburg eG
AT;44570;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;44770;VBOEATWWGRA;Volksbank Steiermark AG
AT;44780;VBOEATWWGRA;Volksbank Steiermark AG
AT;44790;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;44800;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;44810;VBOEATWWGRA;Volksbank Steiermark AG
AT;44820;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;44960;WSPKATW1XXX;WSK Bank AG
AT;45010;VBOEATWWSAL;Volksbank Salzburg eG
AT;45330;VBOEATWWOOE;Volksbank Oberösterreich AG
AT;45710;VBOEATWWVBG;VOLKSBANK VORARLBERG e. Gen.
AT;45850;VBOEATWWINN;Volksbank Tirol AG
AT;46590;VBOEATWWGRA;Volksbank Steiermark AG
AT;46660;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;46900;VBOEATWWKLA;Volksbank Kärnten eG
AT;47150;VBOEATWWNOM;Volksbank Niederösterreich AG
AT;48150;VBOEATWWGRA;Volksbank Steiermark AG
AT;49220;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;49460;VBOEATWWXXX;VOLKSBANK WIEN AG
AT;51000;EHBBAT2EXXX;HYPO-BANK BURGENLAND Aktiengesellschaft
AT;52000;HAABAT2KXXX;Austrian Anadi Bank AG
AT;52300;HSEEAT2KXXX;Addiko Bank AG
AT;53000;HYPNATWWXXX;HYPO NOE Landesbank für Niederösterreich und Wien AG
AT;53100;HYPNATWWLDS;HYPO NOE Landesbank für Niederösterreich und Wien AG
AT;54000;OBLAAT2LXXX;Oberösterreichische Landesbank Aktiengesellschaft
AT;55000;SLHYAT2SXXX;Raiffeisenlandesbank Oberösterreich Aktiengesellschaft
AT;55500;SLHYAT2S500;Raiffeisenlandesbank Oberösterreich Aktiengesellschaft
AT;56000;RZSTAT2GXXX;Raiffeisen-Landesbank Steiermark AG
AT;57000;HYPTAT22XXX;HYPO TIROL BANK AG
AT;57100;HYPTAT22XXX;HYPO TIROL BANK AG
AT;58000;HYPVAT2BXXX;Hypo Vorarlberg Bank AG
AT;60000;BAWAATWWXXX;BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft
AT;74200;SFIVATW1XXX;SPAR-FINANZ BANK AG
AT;75910;OPBAATW2XXX;Stellantis Bank SA Niederlassung Österreich
AT;76000;PORCAT21XXX;Porsche Bank Aktiengesellschaft
AT;76022;VIAUATW1XXX;card complete Service Bank AG
AT;76032;TEAMDE71TAT;TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg
AT;76040;VIAUATW1XXX;card complete Service Bank AG
AT;76520;COPRATWWXXX;Liechtensteinische Landesbank (Österreich) AG
AT;94646;BIPGATW3XXX;Bitpanda Payments GmbH
BE;000;GEBABEBB;BNP Paribas Fortis
BE;001;GEBABEBB;BNP Paribas Fortis
BE;002;GEBABEBB;BNP Paribas Fortis
BE;003;GEBABEBB;BNP Paribas Fortis
BE;004;GEBABEBB;BNP Paribas Fortis
BE;005;GEBABEBB;BNP Paribas Fortis
BE;006;GEBABEBB;BNP Paribas Fortis
BE;007;GEBABEBB;BNP Paribas Fortis
BE;008;GEBABEBB;BNP Paribas Fortis
BE;009;GEBABEBB;BNP Paribas Fortis
BE;010;GEBABEBB;BNP Paribas Fortis
BE;011;GEBABEBB;BNP Paribas Fortis
BE;012;GEBABEBB;BNP Paribas Fortis
BE;013;GEBABEBB;BNP Paribas Fortis
BE;014;GEBABEBB;BNP Paribas Fortis
BE;015;GEBABEBB;BNP Paribas Fortis
BE;016;GEBABEBB;BNP Paribas Fortis
BE;017;GEBABEBB;BNP Paribas Fortis
BE;018;GEBABEBB;BNP Paribas Fortis
BE;019;GEBABEBB;BNP Paribas Fortis
BE;020;GEBABEBB;BNP Paribas Fortis
BE;021;GEBABEBB;BNP Paribas Fortis
BE;022;GEBABEBB;BNP Paribas Fortis
BE;023;GEBABEBB;BNP Paribas Fortis
BE;024;GEBABEBB;BNP Paribas Fortis
BE;025;GEBABEBB;BNP Paribas Fortis
BE;026;GEBABEBB;BNP Paribas Fortis
BE;027;GEBABEBB;BNP Paribas Fortis
BE;028;GEBABEBB;BNP Paribas Fortis
BE;029;GEBABEBB;BNP Paribas Fortis
BE;030;GEBABEBB;BNP Paribas Fortis
BE;031;GEBABEBB;BNP Paribas Fortis
BE;032;GEBABEBB;BNP Paribas Fortis
BE;033;GEBABEBB;BNP Paribas Fortis
BE;034;GEBABEBB;BNP Paribas Fortis
BE;035;GEBABEBB;BNP Paribas Fortis
BE;036;GEBABEBB;BNP Paribas Fortis
BE;037;GEBABEBB;BNP Paribas Fortis
BE;038;GEBABEBB;BNP Paribas Fortis
BE;039;GEBABEBB;BNP Paribas Fortis
BE;040;GEBABEBB;BNP Paribas Fortis
BE;041;GEBABEBB;BNP Paribas Fortis
BE;042;GEBABEBB;BNP Paribas Fortis
BE;043;GEBABEBB;BNP Paribas Fortis
BE;044;GEBABEBB;BNP Paribas Fortis
BE;045;GEBABEBB;BNP Paribas Fortis
BE;046;GEBABEBB;BNP Paribas Fortis
BE;047;GEBABEBB;BNP Paribas Fortis
BE;048;GEBABEBB;BNP Paribas Fortis
BE;049;GEBABEBB;BNP Paribas Fortis
BE;050;GKCCBEBB;BELFIUS BANK
BE;051;GKCCBEBB;BELFIUS BANK
BE;052;GKCCBEBB;BELFIUS BANK
BE;053;GKCCBEBB;BELFIUS BANK
BE;054;GKCCBEBB;BELFIUS BANK
BE;055;GKCCBEBB;BELFIUS BANK
BE;056;GKCCBEBB;BELFIUS BANK
BE;057;GKCCBEBB;BELFIUS BANK
BE;058;GKCCBEBB;BELFIUS BANK
BE;059;GKCCBEBB;BELFIUS BANK
BE;060;GKCCBEBB;BELFIUS BANK
BE;061;GKCCBEBB;BELFIUS BANK
BE;062;GKCCBEBB;BELFIUS BANK
BE;063;GKCCBEBB;BELFIUS BANK
BE;064;GKCCBEBB;BELFIUS BANK
BE;065;GKCCBEBB;BELFIUS BANK
BE;066;GKCCBEBB;BELFIUS BANK
BE;067;GKCCBEBB;BELFIUS BANK
BE;068;GKCCBEBB;BELFIUS BANK
BE;069;GKCCBEBB;BELFIUS BANK
BE;070;GKCCBEBB;BELFIUS BANK
BE;071;GKCCBEBB;BELFIUS BANK
BE;072;GKCCBEBB;BELFIUS BANK
BE;073;GKCCBEBB;BELFIUS BANK
BE;074;GKCCBEBB;BELFIUS BANK
BE;075;GKCCBEBB;BELFIUS BANK
BE;076;GKCCBEBB;BELFIUS BANK
BE;077;GKCCBEBB;BELFIUS BANK
BE;078;GKCCBEBB;BELFIUS BANK
BE;079;GKCCBEBB;BELFIUS BANK
BE;080;GKCCBEBB;BELFIUS BANK
BE;081;GKCCBEBB;BELFIUS BANK
BE;082;GKCCBEBB;BELFIUS BANK
BE;083;GKCCBEBB;BELFIUS BANK
BE;084;GKCCBEBB;BELFIUS BANK
BE;085;GKCCBEBB;BELFIUS BANK
BE;086;GKCCBEBB;BELFIUS BANK
BE;087;GKCCBEBB;BELFIUS BANK
BE;088;GKCCBEBB;BELFIUS BANK
BE;089;GKCCBEBB;BELFIUS BANK
BE;090;GKCCBEBB;BELFIUS BANK
BE;091;GKCCBEBB;BELFIUS BANK
BE;092;GKCCBEBB;BELFIUS BANK
BE;093;GKCCBEBB;BELFIUS BANK
BE;094;GKCCBEBB;BELFIUS BANK
BE;095;GKCCBEBB;BELFIUS BANK
BE;096;GKCCBEBB;BELFIUS BANK
BE;097;GKCCBEBB;BELFIUS BANK
BE;098;GKCCBEBB;BELFIUS BANK
BE;099;GKCCBEBB;BELFIUS BANK
BE;100;NBBEBEBB203;Nationale Bank van België
BE;101;NBBEBEBBHCC;Nationale Bank van België (Hoofdkas)
BE;103;NICABEBB;Crelan
BE;104;NICABEBB;Crelan
BE;105;NICABEBB;Crelan
BE;106;NICABEBB;Crelan
BE;107;NICABEBB;Crelan
BE;108;NICABEBB;Crelan
BE;109;CTBKBEBX;Beobank
BE;110;CTBKBEBX;Beobank
BE;111;ABERBE22;Bank J. Van Breda &amp; C°
BE;113;CTBKBEBX;Beobank
BE;114;CTBKBEBX;Beobank
BE;115;PAUIBE22;HR Pay Solutions
BE;116;ATMNBE32XXX;Atlantic Money NV/SA
BE;119;CTBKBEBX;Beobank
BE;120;CTBKBEBX;Beobank
BE;121;CTBKBEBX;Beobank
BE;122;CTBKBEBX;Beobank
BE;123;CTBKBEBX;Beobank
BE;124;CTBKBEBX;Beobank
BE;125;CPHBBE75;Banque CPH
BE;126;CPHBBE75;Banque CPH
BE;127;CTBKBEBX;Beobank
BE;128;MPSNBE92;Mobile Payment Solutions nv
BE;129;CTBKBEBX;Beobank
BE;130;DIGEBEB2;Digiteal SA
BE;131;CTBKBEBX;Beobank
BE;132;BNAGBEBB;Bank Nagelmackers
BE;133;CTBKBEBX;Beobank
BE;134;CTBKBEBX;Beobank
BE;137;GEBABEBB;BNP Paribas Fortis
BE;140;GEBABEBB;BNP Paribas Fortis
BE;141;GEBABEBB;BNP Paribas Fortis
BE;142;GEBABEBB;BNP Paribas Fortis
BE;143;GEBABEBB;BNP Paribas Fortis
BE;144;GEBABEBB;BNP Paribas Fortis
BE;145;GEBABEBB;BNP Paribas Fortis
BE;146;GEBABEBB;BNP Paribas Fortis
BE;147;GEBABEBB;BNP Paribas Fortis
BE;148;GEBABEBB;BNP Paribas Fortis
BE;149;GEBABEBB;BNP Paribas Fortis
BE;150;BCMCBEBB;Bancontact Payconiq Company
BE;167;BUNQBEB2XXX;BUNQ, Belgian Branch
BE;171;CPHBBE75;
BE;176;BSCHBEBBRET;Santander Consumer Finance – Succursale en Belgique/Bijkantoor in België
BE;185;BBRUBEBB;ING België
BE;189;SMBCBEBB;Sumitomo Mitsui Banking Corporation (SMBC)
BE;190;CREGBEBB;
BE;191;CREGBEBB;
BE;192;CREGBEBB;
BE;193;CREGBEBB;
BE;194;CREGBEBB;
BE;195;CREGBEBB;
BE;196;CREGBEBB;
BE;197;CREGBEBB;
BE;198;CREGBEBB;
BE;199;CREGBEBB;
BE;200;GEBABEBB;BNP Paribas Fortis
BE;201;GEBABEBB;BNP Paribas Fortis
BE;202;GEBABEBB;BNP Paribas Fortis
BE;203;GEBABEBB;BNP Paribas Fortis
BE;204;GEBABEBB;BNP Paribas Fortis
BE;205;GEBABEBB;BNP Paribas Fortis
BE;206;GEBABEBB;BNP Paribas Fortis
BE;207;GEBABEBB;BNP Paribas Fortis
BE;208;GEBABEBB;BNP Paribas Fortis
BE;209;GEBABEBB;BNP Paribas Fortis
BE;210;GEBABEBB;BNP Paribas Fortis
BE;211;GEBABEBB;BNP Paribas Fortis
BE;212;GEBABEBB;BNP Paribas Fortis
BE;213;GEBABEBB;BNP Paribas Fortis
BE;214;GEBABEBB;BNP Paribas Fortis
BE;220;GEBABEBB;BNP Paribas Fortis
BE;221;GEBABEBB;BNP Paribas Fortis
BE;222;GEBABEBB;BNP Paribas Fortis
BE;223;GEBABEBB;BNP Paribas Fortis
BE;224;GEBABEBB;BNP Paribas Fortis
BE;225;GEBABEBB;BNP Paribas Fortis
BE;226;GEBABEBB;BNP Paribas Fortis
BE;227;GEBABEBB;BNP Paribas Fortis
BE;228;GEBABEBB;BNP Paribas Fortis
BE;229;GEBABEBB;BNP Paribas Fortis
BE;230;GEBABEBB;BNP Paribas Fortis
BE;231;GEBABEBB;BNP Paribas Fortis
BE;232;GEBABEBB;BNP Paribas Fortis
BE;233;GEBABEBB;BNP Paribas Fortis
BE;234;GEBABEBB;BNP Paribas Fortis
BE;235;GEBABEBB;BNP Paribas Fortis
BE;236;GEBABEBB;BNP Paribas Fortis
BE;237;GEBABEBB;BNP Paribas Fortis
BE;238;GEBABEBB;BNP Paribas Fortis
BE;239;GEBABEBB;BNP Paribas Fortis
BE;240;GEBABEBB;BNP Paribas Fortis
BE;241;GEBABEBB;BNP Paribas Fortis
BE;242;GEBABEBB;BNP Paribas Fortis
